OrderID,CustomerID,ProductID,OrderDate,ShippedDate,Quantity,PaymentMethod
S469,C06,P56,2025-12-07,2025-12-08,5,USSD
S470,C92,P58,2025-07-11,2025-07-15,5,Paystack
S471,C118,P38,2025-05-31,2025-06-01,3,Gift Card
S472,C106,P28,2025-08-20,,3,Gift Card
S473,C116,P47,2025-12-01,2025-12-05,4,Apple Pay
S474,C227,P33,2025-11-22,2025-11-23,3,Paystack
S475,C18,P47,2025-07-29,2025-08-08,5,Apple Pay
S476,C268,P40,2025-04-28,2025-05-06,1,Google Pay
S477,C246,P24,2025-09-07,2025-09-11,3,Gift Card
S478,C11,P17,2025-06-23,,4,USSD
S479,C130,P41,2025-03-20,,2,Google Pay
S480,C54,P36,2025-02-01,,2,Bank Transfer
S481,C11,P23,2025-01-28,2025-02-01,2,Debit Card
S482,C239,P66,2025-03-03,2025-03-08,4,Paystack
S483,C123,P33,2025-01-11,2025-01-14,4,Debit Card
S484,C05,P48,2025-02-28,2025-03-06,2,Apple Pay
S485,C11,P25,2025-04-16,2025-04-26,5,OPay
S486,C98,P26,2025-12-29,,2,OPay
S487,C148,P42,2025-03-04,2025-03-10,5,Apple Pay
S488,C258,P12,2025-09-19,2025-09-23,2,Gift Card
S489,C104,P54,2025-07-05,2025-07-09,1,Bank Transfer
S490,C296,P31,2025-12-01,,2,Bank Transfer
S491,C186,P49,2025-11-21,2025-11-30,3,USSD
S492,C146,P62,2025-08-28,,1,Apple Pay
S493,C119,P30,2025-11-03,2025-11-13,4,Paystack
S494,C285,P21,2025-02-23,,4,Moniepoint
S495,C103,P28,2025-12-21,2025-12-23,1,PayPal
S496,C117,P56,2025-07-30,2025-08-04,3,Paystack
S497,C116,P22,2025-02-21,2025-03-01,1,Bank Transfer
S498,C95,P70,2025-04-18,2025-04-25,3,Bank Transfer
S499,C192,P36,2025-05-26,2025-06-05,3,Moniepoint
S500,C116,P69,2025-11-25,2025-12-01,1,Bank Transfer
S501,C55,P03,2025-07-04,2025-07-05,2,Apple Pay
S502,C65,P69,2025-08-17,2025-08-22,2,PayPal
S503,C244,P59,2025-03-26,,3,Google Pay
S504,C16,P49,2025-04-23,,3,Apple Pay
S505,C125,P06,2025-09-12,2025-09-16,5,PayPal
S506,C20,P23,2025-12-22,2025-12-31,2,Google Pay
S507,C195,P22,2025-12-04,2025-12-10,3,Paystack
S508,C164,P62,2025-11-12,2025-11-17,3,USSD
S509,C211,P70,2025-11-12,2025-11-22,2,Apple Pay
S510,C134,P41,2025-10-18,2025-10-24,4,Gift Card
S511,C173,P22,2025-01-31,2025-02-02,1,Flutterwave
S512,C197,P66,2025-03-17,2025-03-19,2,Paystack
S513,C06,P30,2025-08-14,2025-08-22,5,OPay
S514,C267,P26,2025-06-10,,3,Flutterwave
S515,C08,P44,2025-07-10,2025-07-12,1,Flutterwave
S516,C224,P07,2025-03-23,2025-03-28,3,Google Pay
S517,C272,P27,2025-08-14,2025-08-19,5,PalmPay
S518,C248,P37,2025-04-27,2025-05-06,4,Flutterwave
S519,C192,P19,2025-07-15,2025-07-23,4,Debit Card
S520,C247,P26,2025-04-23,2025-05-02,2,PayPal
S521,C214,P51,2025-01-24,2025-01-28,4,Debit Card
S522,C116,P66,2025-06-28,2025-06-29,5,Debit Card
S523,C234,P46,2025-07-25,2025-07-31,4,Google Pay
S524,C273,P52,2025-03-22,2025-03-25,4,PayPal
S525,C148,P65,2025-04-18,2025-04-22,2,Bank Transfer
S526,C183,P13,2025-05-16,2025-05-18,4,USSD
S527,C118,P28,2025-06-11,2025-06-12,3,USSD
S528,C244,P18,2025-10-10,2025-10-20,2,Google Pay
S529,C239,P38,2025-12-11,,4,Gift Card
S530,C134,P56,2025-04-07,,2,Kuda
S531,C56,P20,2025-06-12,2025-06-19,4,USSD
S532,C52,P24,2025-10-23,,2,Gift Card
S533,C186,P25,2025-08-14,2025-08-22,1,PalmPay
S534,C293,P26,2025-08-16,2025-08-26,1,Paystack
S535,C133,P40,2025-11-19,2025-11-23,5,PayPal
S536,C204,P48,2025-02-23,2025-02-25,2,Google Pay
S537,C103,P33,2025-10-09,2025-10-11,1,Flutterwave
S538,C268,P07,2025-04-12,2025-04-14,3,USSD
S539,C256,P34,2025-09-08,2025-09-09,3,Gift Card
S540,C73,P32,2025-07-31,2025-08-04,1,Moniepoint
S541,C108,P14,2025-08-20,2025-08-21,2,OPay
S542,C114,P41,2025-07-18,2025-07-27,4,OPay
S543,C105,P10,2025-11-13,,5,Google Pay
S544,C134,P56,2025-10-27,2025-11-04,3,PayPal
S545,C254,P53,2025-04-19,2025-04-28,2,Gift Card
S546,C282,P32,2025-10-13,2025-10-15,1,Apple Pay
S547,C117,P56,2025-01-05,2025-01-13,2,OPay
S548,C147,P17,2025-06-03,2025-06-07,2,Apple Pay
S549,C121,P01,2025-12-03,2025-12-10,4,Google Pay
S550,C106,P30,2025-06-22,2025-06-23,1,USSD
S551,C11,P38,2025-06-06,2025-06-09,1,Moniepoint
S552,C226,P09,2025-06-03,2025-06-09,2,Flutterwave
S553,C123,P65,2025-08-01,,1,Paystack
S554,C144,P63,2025-08-16,2025-08-23,2,Kuda
S555,C288,P42,2025-09-03,2025-09-10,4,Paystack
S556,C229,P36,2025-02-26,2025-03-06,3,OPay
S557,C54,P50,2025-11-09,2025-11-12,5,Paystack
S558,C56,P20,2025-05-20,,2,Moniepoint
S559,C182,P54,2025-02-11,2025-02-19,3,Flutterwave
S560,C134,P09,2025-02-22,,1,Kuda
S561,C99,P03,2025-07-12,2025-07-20,1,PalmPay
S562,C09,P65,2025-04-24,2025-04-26,5,OPay
S563,C194,P10,2025-03-12,2025-03-19,4,USSD
S564,C186,P41,2025-01-25,2025-01-27,5,Apple Pay
S565,C126,P08,2025-02-27,2025-03-01,5,Google Pay
S566,C68,P36,2025-12-13,2025-12-16,5,Kuda
S567,C06,P59,2025-10-27,2025-11-05,3,Apple Pay
S568,C203,P11,2025-02-18,2025-02-26,3,OPay
S569,C116,P41,2025-09-18,,3,Google Pay
S570,C103,P32,2025-07-31,,5,USSD
S571,C187,P31,2025-08-11,,3,Flutterwave
S572,C247,P18,2025-10-08,2025-10-17,1,Moniepoint
S573,C86,P23,2025-07-04,2025-07-14,2,Kuda
S574,C144,P13,2025-06-03,2025-06-05,2,Gift Card
S575,C203,P68,2025-12-18,2025-12-22,4,Kuda
S576,C212,P26,2025-07-11,2025-07-20,3,Kuda
S577,C208,P52,2025-09-21,2025-09-28,2,Paystack
S578,C239,P60,2025-01-19,,2,Apple Pay
S579,C228,P23,2025-07-04,,3,Debit Card
S580,C144,P43,2025-06-09,2025-06-12,5,Apple Pay
S581,C57,P12,2025-03-21,,5,OPay
S582,C150,P14,2025-09-26,2025-10-05,2,Debit Card
S583,C108,P37,2025-06-04,2025-06-08,4,PalmPay
S584,C282,P29,2025-07-14,2025-07-22,4,Debit Card
S585,C01,P30,2025-07-26,2025-07-27,5,Moniepoint
S586,C144,P54,2025-10-25,2025-10-27,2,Gift Card
S587,C95,P08,2025-07-10,2025-07-11,1,Debit Card
S588,C258,P03,2025-11-18,2025-11-26,5,PayPal
S589,C248,P20,2025-10-04,2025-10-10,4,PayPal
S590,C62,P43,2025-11-03,2025-11-07,3,Flutterwave
S591,C212,P07,2025-09-14,2025-09-16,1,Bank Transfer
S592,C86,P34,2025-12-06,2025-12-13,5,Gift Card
S593,C135,P60,2025-10-18,2025-10-20,5,PayPal
S594,C248,P32,2025-12-17,2025-12-20,2,PayPal
S595,C68,P43,2025-04-07,,4,Gift Card
S596,C244,P23,2025-01-30,2025-02-01,1,Gift Card
S597,C09,P62,2025-07-30,2025-08-01,4,OPay
S598,C258,P07,2025-10-28,2025-11-03,3,Apple Pay
S599,C153,P51,2025-01-30,2025-02-08,1,Bank Transfer
S600,C11,P56,2025-04-14,2025-04-15,1,Moniepoint
S601,C257,P55,2025-09-08,2025-09-14,1,Flutterwave
S602,C118,P41,2025-01-07,,3,Kuda
S603,C196,P09,2025-09-13,2025-09-20,1,Gift Card
S604,C29,P14,2025-09-12,2025-09-21,5,PalmPay
S605,C34,P61,2025-06-05,2025-06-12,5,USSD
S606,C209,P01,2025-08-31,,2,Bank Transfer
S607,C185,P49,2025-02-22,2025-03-04,5,PalmPay
S608,C109,P70,2025-05-01,,5,Kuda
S609,C273,P04,2025-08-09,2025-08-18,5,PayPal
S610,C197,P62,2025-06-05,2025-06-14,1,Google Pay
S611,C95,P02,2025-03-17,2025-03-18,2,PalmPay
S612,C272,P22,2025-05-15,2025-05-22,2,Google Pay
S613,C218,P68,2025-11-07,2025-11-17,5,PayPal
S614,C284,P13,2025-05-07,2025-05-14,3,PayPal
S615,C247,P23,2025-10-13,,3,Bank Transfer
S616,C06,P35,2025-09-10,2025-09-12,2,PalmPay
S617,C123,P09,2025-06-17,2025-06-20,4,PayPal
S618,C277,P70,2025-12-25,2025-12-27,4,Paystack
S619,C229,P63,2025-03-03,2025-03-06,3,OPay
S620,C272,P07,2025-05-13,2025-05-16,4,Apple Pay
S621,C161,P42,2025-03-08,,3,Google Pay
S622,C212,P19,2025-12-13,2025-12-18,3,Flutterwave
S623,C167,P18,2025-11-11,,2,OPay
S624,C214,P03,2025-12-11,,2,Debit Card
S625,C103,P01,2025-06-06,2025-06-11,4,Debit Card
S626,C248,P21,2025-08-15,2025-08-21,4,PayPal
S627,C55,P10,2025-01-04,2025-01-11,1,PayPal
S628,C84,P07,2025-07-29,2025-07-31,1,Kuda
S629,C111,P31,2025-10-28,2025-11-03,4,Paystack
S630,C116,P17,2025-07-17,2025-07-24,3,USSD
S631,C228,P28,2025-08-12,2025-08-17,2,Apple Pay
S632,C246,P39,2025-07-14,2025-07-16,1,Gift Card
S633,C18,P57,2025-08-07,2025-08-12,4,Moniepoint
S634,C74,P21,2025-09-19,2025-09-20,4,Kuda
S635,C256,P44,2025-07-12,2025-07-21,1,Kuda
S636,C208,P40,2025-07-30,2025-08-04,3,Gift Card
S637,C255,P37,2025-10-29,2025-11-08,2,PayPal
S638,C274,P65,2025-01-09,2025-01-10,3,Paystack
S639,C251,P48,2025-04-20,2025-04-21,4,Kuda
S640,C226,P12,2025-02-15,2025-02-19,3,Kuda
S641,C66,P48,2025-10-23,2025-10-31,4,Bank Transfer
S642,C120,P29,2025-02-05,2025-02-07,5,Google Pay
S643,C135,P53,2025-12-05,2025-12-12,2,OPay
S644,C280,P65,2025-10-05,,3,USSD
S645,C119,P64,2025-08-17,2025-08-25,5,Paystack
S646,C66,P07,2025-03-23,2025-03-28,1,OPay
S647,C75,P39,2025-08-15,,4,Paystack
S648,C21,P09,2025-03-30,2025-04-01,4,PayPal
S649,C274,P39,2025-07-05,2025-07-14,3,Apple Pay
S650,C131,P16,2025-01-23,2025-01-29,1,Google Pay
S651,C125,P36,2025-07-10,2025-07-14,3,PayPal
S652,C145,P21,2025-08-21,,3,Debit Card
S653,C247,P51,2025-10-15,2025-10-20,3,Apple Pay
S654,C91,P31,2025-11-24,2025-12-03,3,Kuda
S655,C74,P41,2025-01-07,2025-01-14,3,USSD
S656,C155,P29,2025-06-02,2025-06-08,5,Debit Card
S657,C150,P46,2025-12-23,,4,Moniepoint
S658,C296,P02,2025-10-22,,1,Flutterwave
S659,C171,P50,2025-11-19,2025-11-25,4,OPay
S660,C133,P27,2025-09-08,,4,Debit Card
S661,C270,P42,2025-08-30,2025-09-04,3,Apple Pay
S662,C213,P18,2025-11-22,2025-12-02,2,USSD
S663,C165,P24,2025-04-12,,4,Bank Transfer
S664,C06,P38,2025-06-28,,2,Flutterwave
S665,C51,P53,2025-05-27,2025-06-06,2,Moniepoint
S666,C99,P66,2025-07-31,2025-08-08,3,Debit Card
S667,C229,P44,2025-05-11,2025-05-12,2,Bank Transfer
S668,C73,P26,2025-08-09,2025-08-15,1,Google Pay
S669,C256,P40,2025-05-25,2025-05-30,2,OPay
S670,C116,P48,2025-06-25,2025-06-28,4,USSD
S671,C26,P58,2025-09-13,2025-09-22,5,Debit Card
S672,C251,P06,2025-06-25,2025-07-05,3,Paystack
S673,C57,P64,2025-06-18,,2,USSD
S674,C194,P13,2025-05-01,,2,PalmPay
S675,C64,P68,2025-05-02,2025-05-10,3,Gift Card
S676,C117,P08,2025-04-09,2025-04-13,4,Paystack
S677,C294,P25,2025-01-24,2025-01-25,1,USSD
S678,C114,P63,2025-03-18,2025-03-21,1,Paystack
S679,C197,P49,2025-03-06,2025-03-16,3,Gift Card
S680,C22,P62,2025-06-23,2025-06-27,3,PalmPay
S681,C288,P63,2025-04-13,2025-04-22,1,Google Pay
S682,C258,P29,2025-11-04,2025-11-10,2,Moniepoint
S683,C62,P41,2025-07-05,2025-07-12,1,Debit Card
S684,C165,P39,2025-11-17,2025-11-25,4,USSD
S685,C248,P39,2025-10-07,,2,Gift Card
S686,C57,P27,2025-06-26,2025-07-03,2,Google Pay
S687,C281,P11,2025-09-28,2025-09-29,5,PayPal
S688,C05,P63,2025-08-13,,3,USSD
S689,C274,P53,2025-10-17,2025-10-18,3,PayPal
S690,C144,P27,2025-04-18,2025-04-19,5,USSD
S691,C41,P53,2025-07-05,,1,Kuda
S692,C128,P08,2025-09-17,,1,Gift Card
S693,C283,P06,2025-07-27,2025-08-04,4,PayPal
S694,C51,P66,2025-07-26,2025-07-29,5,Kuda
S695,C94,P11,2025-05-03,2025-05-09,5,Moniepoint
S696,C270,P66,2025-10-01,2025-10-10,2,PayPal
S697,C05,P43,2025-04-29,2025-05-01,1,Kuda
S698,C57,P12,2025-09-02,2025-09-06,4,USSD
S699,C229,P27,2025-03-15,2025-03-25,4,Debit Card
S700,C147,P06,2025-06-26,2025-06-30,3,Moniepoint
S701,C226,P57,2025-02-24,2025-03-02,5,Debit Card
S702,C280,P19,2025-12-17,2025-12-22,5,PalmPay
S703,C153,P54,2025-10-21,2025-10-27,4,Apple Pay
S704,C130,P56,2025-05-03,2025-05-09,5,Kuda
S705,C51,P34,2025-07-10,2025-07-20,1,Gift Card
S706,C05,P15,2025-07-22,2025-07-25,5,Moniepoint
S707,C116,P31,2025-10-17,2025-10-18,3,Gift Card
S708,C209,P08,2025-05-01,,2,Gift Card
S709,C86,P61,2025-08-16,2025-08-20,2,Debit Card
S710,C247,P47,2025-02-28,2025-03-08,2,PalmPay
S711,C130,P28,2025-02-05,2025-02-13,5,Gift Card
S712,C244,P17,2025-02-21,2025-02-22,4,Kuda
S713,C84,P16,2025-10-28,2025-11-03,2,Flutterwave
S714,C271,P12,2025-08-14,2025-08-17,5,Bank Transfer
S715,C288,P09,2025-06-17,,1,Moniepoint
S716,C84,P23,2025-11-23,2025-11-24,4,Moniepoint
S717,C106,P27,2025-03-29,,5,Flutterwave
S718,C51,P66,2025-05-17,2025-05-27,3,Gift Card
S719,C239,P20,2025-05-31,2025-06-08,2,Flutterwave
S720,C55,P25,2025-08-16,2025-08-20,3,PayPal
S721,C123,P40,2025-07-26,,4,PayPal
S722,C238,P07,2025-08-06,,3,PayPal
S723,C293,P68,2025-06-20,2025-06-27,3,PayPal
S724,C41,P47,2025-12-24,2026-01-02,5,Flutterwave
S725,C66,P23,2025-11-26,2025-12-05,3,PalmPay
S726,C209,P56,2025-04-06,2025-04-11,1,OPay
S727,C33,P38,2025-10-09,2025-10-19,2,USSD
S728,C252,P45,2025-12-13,2025-12-14,5,Apple Pay
S729,C208,P06,2025-01-12,2025-01-17,5,Moniepoint
S730,C251,P56,2025-04-09,2025-04-18,3,Gift Card
S731,C13,P40,2025-05-12,,1,Kuda
S732,C207,P46,2025-10-11,2025-10-13,2,Debit Card
S733,C259,P42,2025-05-25,2025-06-04,1,OPay
S734,C295,P06,2025-02-13,2025-02-19,5,PayPal
S735,C207,P44,2025-05-18,2025-05-21,5,Paystack
S736,C98,P15,2025-10-11,2025-10-15,3,Paystack
S737,C159,P18,2025-10-11,,4,Flutterwave
S738,C145,P06,2025-07-10,,1,Apple Pay
S739,C105,P19,2025-01-14,2025-01-17,2,USSD
S740,C98,P14,2025-09-17,2025-09-24,2,Paystack
S741,C208,P41,2025-03-31,2025-04-03,4,Kuda
S742,C57,P39,2025-07-17,2025-07-23,5,OPay
S743,C125,P12,2025-09-28,2025-10-06,1,Debit Card
S744,C229,P16,2025-10-18,2025-10-20,2,Bank Transfer
S745,C106,P53,2025-01-10,2025-01-12,2,Google Pay
S746,C280,P54,2025-05-14,2025-05-17,3,Google Pay
S747,C39,P45,2025-06-25,2025-07-03,4,Apple Pay
S748,C248,P44,2025-06-05,2025-06-14,1,Google Pay
S749,C105,P08,2025-06-30,2025-07-09,4,Apple Pay
S750,C266,P47,2025-08-19,2025-08-21,3,Apple Pay
S751,C25,P25,2025-12-03,,1,PalmPay
S752,C248,P68,2025-05-25,2025-06-03,2,Kuda
S753,C273,P69,2025-02-16,2025-02-20,1,Apple Pay
S754,C45,P57,2025-11-25,2025-11-26,2,PalmPay
S755,C73,P31,2025-03-20,2025-03-23,2,Paystack
S756,C262,P51,2025-09-03,2025-09-04,2,Apple Pay
S757,C105,P63,2025-01-18,2025-01-21,5,Gift Card
S758,C41,P68,2025-06-19,,1,Google Pay
S759,C271,P63,2025-10-10,,2,PalmPay
S760,C110,P51,2025-07-10,2025-07-11,4,PalmPay
S761,C274,P61,2025-02-09,2025-02-16,3,OPay
S762,C87,P58,2025-11-28,2025-12-07,5,Gift Card
S763,C185,P68,2025-11-05,2025-11-13,2,Kuda
S764,C21,P16,2025-09-18,2025-09-21,5,Kuda
S765,C274,P27,2025-05-03,2025-05-07,3,PalmPay
S766,C125,P37,2025-01-29,2025-02-05,3,Apple Pay
S767,C244,P50,2025-11-02,2025-11-12,2,Gift Card
S768,C139,P37,2025-07-25,2025-08-02,5,Bank Transfer
S769,C61,P65,2025-01-15,,4,PayPal
S770,C74,P48,2025-11-09,,1,Bank Transfer
S771,C02,P46,2025-06-28,2025-06-30,3,Bank Transfer
S772,C272,P43,2025-06-06,2025-06-07,5,Moniepoint
S773,C144,P41,2025-04-23,,1,PalmPay
S774,C117,P53,2025-10-01,2025-10-07,3,Paystack
S775,C08,P69,2025-05-16,2025-05-22,1,Flutterwave
S776,C177,P49,2025-10-22,2025-10-23,3,Kuda
S777,C06,P38,2025-05-11,2025-05-12,5,PalmPay
S778,C75,P68,2025-12-01,2025-12-11,3,Moniepoint
S779,C164,P33,2025-06-28,2025-06-30,4,Gift Card
S780,C246,P23,2025-09-30,2025-10-09,3,Google Pay
S781,C149,P33,2025-07-29,2025-08-08,2,Moniepoint
S782,C263,P04,2025-10-05,2025-10-15,1,PayPal
S783,C246,P57,2025-06-25,2025-07-02,5,USSD
S784,C131,P01,2025-12-16,2025-12-25,2,PayPal
S785,C86,P23,2025-01-03,,1,Flutterwave
S786,C258,P41,2025-01-10,2025-01-15,2,OPay
S787,C186,P58,2025-04-18,,2,Moniepoint
S788,C73,P13,2025-08-13,2025-08-15,3,Kuda
S789,C105,P61,2025-03-25,2025-04-02,2,Bank Transfer
S790,C119,P58,2025-04-05,2025-04-07,4,Paystack
S791,C274,P14,2025-02-07,2025-02-13,2,Moniepoint
S792,C194,P53,2025-08-30,,4,Apple Pay
S793,C44,P55,2025-09-12,2025-09-20,3,Paystack
S794,C28,P21,2025-06-18,2025-06-28,2,OPay
S795,C134,P51,2025-09-15,,4,Paystack
S796,C206,P19,2025-04-15,2025-04-21,1,Moniepoint
S797,C103,P61,2025-04-03,2025-04-11,1,Kuda
S798,C20,P05,2025-09-24,2025-09-25,5,Apple Pay
S799,C39,P45,2025-07-31,2025-08-04,3,Apple Pay
S800,C196,P70,2025-05-15,2025-05-16,2,Bank Transfer
S801,C228,P65,2025-01-30,2025-02-04,1,Flutterwave
S802,C219,P14,2025-01-13,2025-01-20,5,Kuda
S803,C228,P46,2025-01-09,,5,Google Pay
S804,C136,P05,2025-03-22,,4,Bank Transfer
S805,C183,P69,2025-08-28,2025-09-03,3,PalmPay
S806,C20,P10,2025-08-15,2025-08-16,5,Kuda
S807,C262,P62,2025-02-16,2025-02-18,3,PalmPay
S808,C120,P69,2025-11-19,2025-11-23,4,OPay
S809,C39,P42,2025-11-08,2025-11-17,4,Google Pay
S810,C236,P22,2025-09-29,2025-09-30,1,PayPal
S811,C229,P29,2025-03-31,2025-04-06,4,PalmPay
S812,C111,P17,2025-09-14,,4,OPay
S813,C216,P67,2025-01-04,2025-01-10,4,OPay
S814,C228,P30,2025-06-08,2025-06-14,4,Flutterwave
S815,C73,P50,2025-02-09,2025-02-11,3,Paystack
S816,C39,P07,2025-02-14,2025-02-24,1,OPay
S817,C11,P17,2025-11-14,2025-11-24,5,Kuda
S818,C123,P35,2025-06-26,2025-07-02,4,PayPal
S819,C135,P66,2025-08-27,2025-09-01,2,Paystack
S820,C73,P39,2025-10-23,2025-11-02,5,Debit Card
S821,C242,P47,2025-11-29,2025-12-08,2,Moniepoint
S822,C33,P29,2025-12-03,2025-12-04,2,Gift Card
S823,C54,P70,2025-05-13,2025-05-17,4,PalmPay
S824,C248,P32,2025-06-16,2025-06-21,3,Bank Transfer
S825,C106,P03,2025-09-16,,5,Gift Card
S826,C208,P30,2025-02-11,,4,Apple Pay
S827,C66,P62,2025-03-11,2025-03-20,4,Paystack
S828,C296,P01,2025-06-13,2025-06-22,2,Apple Pay
S829,C192,P49,2025-09-29,2025-09-30,2,Flutterwave
S830,C268,P39,2025-02-08,,1,PayPal
S831,C134,P15,2025-04-13,2025-04-20,3,OPay
S832,C87,P15,2025-12-11,2025-12-16,4,Kuda
S833,C31,P68,2025-04-05,2025-04-10,2,Apple Pay
S834,C208,P19,2025-09-26,2025-09-30,4,Paystack
S835,C282,P27,2025-05-04,2025-05-11,1,Gift Card
S836,C114,P41,2025-12-02,2025-12-06,1,Flutterwave
S837,C277,P03,2025-01-14,2025-01-24,5,Flutterwave
S838,C229,P14,2025-07-09,2025-07-19,4,Paystack
S839,C287,P48,2025-07-22,2025-07-31,5,Google Pay
S840,C296,P69,2025-11-23,,1,USSD
S841,C231,P28,2025-03-26,2025-04-03,2,Kuda
S842,C239,P29,2025-12-30,2026-01-06,4,Google Pay
S843,C90,P39,2025-08-12,2025-08-17,4,Google Pay
S844,C280,P58,2025-09-12,2025-09-13,4,PayPal
S845,C164,P40,2025-06-02,2025-06-10,1,Moniepoint
S846,C269,P57,2025-08-16,,4,Paystack
S847,C94,P44,2025-07-18,2025-07-26,1,Apple Pay
S848,C182,P47,2025-05-25,2025-05-31,3,Google Pay
S849,C126,P01,2025-03-18,2025-03-22,3,OPay
S850,C124,P50,2025-03-08,,4,Flutterwave
S851,C183,P06,2025-11-25,2025-11-29,3,Google Pay
S852,C11,P19,2025-10-01,,5,Moniepoint
S853,C271,P40,2025-07-11,2025-07-19,3,Kuda
S854,C274,P48,2025-04-14,2025-04-18,2,Gift Card
S855,C91,P63,2025-10-08,2025-10-12,4,Debit Card
S856,C268,P54,2025-09-16,2025-09-21,1,Moniepoint
S857,C234,P13,2025-07-02,2025-07-06,4,Moniepoint
S858,C271,P62,2025-07-08,2025-07-11,4,PayPal
S859,C13,P21,2025-12-24,,5,Gift Card
S860,C267,P20,2025-04-25,2025-05-03,1,Moniepoint
S861,C123,P31,2025-09-18,,3,Moniepoint
S862,C284,P07,2025-05-09,,2,OPay
S863,C204,P66,2025-10-26,,2,Gift Card
S864,C04,P27,2025-10-03,2025-10-08,1,Bank Transfer
S865,C295,P09,2025-04-28,2025-05-06,2,USSD
S866,C239,P15,2025-03-12,2025-03-16,4,PayPal
S867,C31,P59,2025-06-15,2025-06-18,2,PayPal
S868,C94,P52,2025-01-07,2025-01-15,1,Moniepoint
S869,C229,P55,2025-03-24,2025-03-26,2,OPay
S870,C13,P12,2025-12-01,2025-12-08,5,Bank Transfer
S871,C29,P05,2025-09-22,2025-10-01,1,Gift Card
S872,C185,P58,2025-06-17,2025-06-23,1,Moniepoint
S873,C124,P44,2025-01-27,2025-02-06,5,PalmPay
S874,C288,P46,2025-03-05,2025-03-13,2,Flutterwave
S875,C153,P28,2025-04-21,2025-04-22,5,PayPal
S876,C197,P02,2025-01-06,2025-01-09,3,Flutterwave
S877,C88,P15,2025-02-18,2025-02-22,5,Flutterwave
S878,C254,P24,2025-11-07,2025-11-14,5,Paystack
S879,C11,P13,2025-04-24,2025-04-25,1,Google Pay
S880,C32,P33,2025-07-13,2025-07-19,4,PalmPay
S881,C185,P31,2025-02-05,2025-02-06,3,Apple Pay
S882,C133,P49,2025-11-05,2025-11-08,1,Flutterwave
S883,C257,P61,2025-01-07,2025-01-08,5,USSD
S884,C105,P64,2025-08-28,,1,USSD
S885,C34,P17,2025-09-19,2025-09-23,4,Debit Card
S886,C248,P31,2025-07-02,2025-07-05,3,Apple Pay
S887,C280,P32,2025-06-08,2025-06-18,1,PalmPay
S888,C262,P39,2025-06-22,2025-06-27,3,PayPal
S889,C118,P30,2025-02-15,2025-02-25,1,Moniepoint
S890,C70,P33,2025-01-17,2025-01-27,4,Gift Card
S891,C176,P54,2025-08-29,2025-09-04,3,PalmPay
S892,C144,P63,2025-07-21,2025-07-27,2,Moniepoint
S893,C197,P66,2025-10-08,2025-10-12,2,Moniepoint
S894,C120,P48,2025-12-25,2025-12-27,5,Paystack
S895,C11,P50,2025-08-20,2025-08-21,5,PayPal
S896,C12,P16,2025-12-14,,5,Debit Card
S897,C55,P12,2025-05-18,2025-05-25,3,Apple Pay
S898,C51,P46,2025-01-04,2025-01-13,5,Gift Card
S899,C269,P14,2025-11-08,2025-11-11,3,PayPal
S900,C271,P06,2025-12-03,,2,PayPal
S901,C236,P10,2025-10-25,2025-10-31,4,Moniepoint
S902,C106,P23,2025-10-04,2025-10-07,4,Paystack
S903,C106,P39,2025-12-30,2026-01-09,3,Kuda
S904,C103,P70,2025-04-27,2025-05-02,4,Bank Transfer
S905,C208,P09,2025-05-19,2025-05-20,3,Debit Card
S906,C200,P14,2025-02-13,2025-02-16,3,PalmPay
S907,C300,P55,2025-09-04,2025-09-08,5,Flutterwave
S908,C57,P61,2025-03-07,2025-03-12,1,Flutterwave
S909,C250,P60,2025-09-10,2025-09-19,1,Apple Pay
S910,C114,P06,2025-05-12,,1,Apple Pay
S911,C117,P63,2025-05-04,2025-05-06,2,Flutterwave
S912,C295,P35,2025-05-31,,5,Debit Card
S913,C258,P29,2025-05-11,2025-05-17,3,Paystack
S914,C21,P35,2025-09-08,2025-09-17,4,Moniepoint
S915,C13,P10,2025-12-18,2025-12-19,4,Apple Pay
S916,C87,P29,2025-12-10,2025-12-11,5,Google Pay
S917,C289,P36,2025-11-06,2025-11-08,1,Bank Transfer
S918,C95,P70,2025-09-14,2025-09-22,2,Bank Transfer
S919,C284,P07,2025-11-04,,1,Apple Pay
S920,C282,P28,2025-07-19,,3,Flutterwave
S921,C117,P47,2025-10-07,2025-10-08,5,Apple Pay
S922,C226,P10,2025-09-10,2025-09-16,5,Gift Card
S923,C300,P02,2025-04-10,2025-04-14,1,Bank Transfer
S924,C182,P67,2025-03-22,2025-03-28,2,Bank Transfer
S925,C221,P60,2025-11-19,2025-11-28,2,Bank Transfer
S926,C20,P62,2025-04-13,2025-04-22,1,PalmPay
S927,C18,P42,2025-02-09,2025-02-12,3,Kuda
S928,C116,P09,2025-09-30,2025-10-08,5,Gift Card
S929,C251,P36,2025-12-01,2025-12-09,2,OPay
S930,C51,P65,2025-02-13,2025-02-20,1,PalmPay
S931,C126,P18,2025-12-27,2026-01-05,2,USSD
S932,C157,P14,2025-08-26,2025-09-02,3,Kuda
S933,C247,P36,2025-02-01,,2,Google Pay
S934,C41,P45,2025-04-10,2025-04-11,3,Apple Pay
S935,C253,P24,2025-06-03,,2,Bank Transfer
S936,C165,P16,2025-05-24,,4,Kuda
S937,C199,P43,2025-05-30,2025-06-09,5,Bank Transfer
